100	0.000000	-1136009191
600	0.000000	-1136009191
1100	0.000000	-1136009191
1600	0.000000	-1136009191
2100	0.000000	-1136009191
2600	0.000000	-1136009191
3100	0.000000	-1136009191
3600	0.000000	-1136009191
4100	0.000000	-1136009191
4600	0.000000	-1136009191
5100	0.000000	-1136009191
5600	0.000000	-1136009191
6100	0.000000	-1136009191
6600	0.000000	-1136009191
7100	0.000000	-1136009191
7600	0.000000	-1136009191
8100	0.000000	-1136009191
8600	0.000000	-1136009191
9100	0.000000	-1136009191
9600	0.000000	-1136009191
10100	0.000000	-1136009191
10600	0.000000	-1136009191
11100	0.000000	-1136009191
11600	0.000000	-1136009191
12100	0.000000	-1136009191
12600	0.000000	-1136009191
13100	0.000000	-1136009191
13600	0.000000	-1136009191
14100	0.000000	-1136009191
14600	0.000000	-1136009191
