100	0.000000	288530457
600	0.000000	288530457
1100	0.000000	288530457
1600	0.000000	288530457
2100	0.000000	288530457
2600	0.000000	288530457
3100	0.000000	288530457
3600	0.000000	288530457
4100	0.000000	288530457
4600	0.000000	288530457
5100	0.000000	288530457
5600	0.000000	288530457
6100	0.000000	288530457
6600	0.000000	288530457
7100	0.000000	288530457
7600	0.000000	288530457
8100	0.000000	288530457
8600	0.000000	288530457
9100	0.000000	288530457
9600	0.000000	288530457
10100	0.000000	288530457
10600	0.000000	288530457
11100	0.000000	288530457
11600	0.000000	288530457
12100	0.000000	288530457
12600	0.000000	288530457
13100	0.000000	288530457
13600	0.000000	288530457
14100	0.000000	288530457
14600	0.000000	288530457
